cuisine,star_rating,restaurant_id,longitude,num_reviews,restaurant_name,latitude,is_closed,zip_code
Ramen,3.5,VigEzotnCl-ojdMRjk6BgA,-71.12834,11,mojoramen,42.34726,0,02446
Mexican,4.0,_H63TVv7JmpEgY-X6D-H8Q,-71.1429371,180,La Catrina,42.3430293,0,02135
Chinese,3.5,MNoaAM-BQPzSuUfFbGZWeA,-71.07612,54,New China Restaurant,42.33442,0,02118
American (Traditional),2.0,1Y5zNnkCcRdRt-c15J1yrQ,-71.100557,8,Mass College of Art - The Dining Commons,42.33592,0,02118
"Japanese, Korean, Sushi Bars",3.5,aM-2kr5HCYeUCQKeZjnpoA,-71.1569080341,192,Misono,42.2963127599,0,02467
Cafes,5.0,lt7k81Yykm6MXRXZDQUK9Q,-71.03193,2,Pueblo Viejo Cafe,42.37842,0,02128
"Seafood, Wine Bars",3.5,et8Pwzjy2vjRhETAgEZ1Lg,-71.03779,1404,Legal Harborside,42.34865,0,02210
Parks,4.5,AyjBsta_JcYGuxGfw-2lZg,-71.1158065796,2,Olmsted Park,42.3323287964,0,02445
"Soul Food, Barbeque",4.0,KUXFTHv0TBIeOO3T2EkCkg,-71.11162,363,The Coast Cafe,42.36311,0,02139
"Korean, Chicken Wings, Asian Fusion",3.0,7CAMlSH-UGjb5N75vN_Iww,-71.12072,482,Bonchon Cambridge,42.372093,0,02138
"Chinese, Sushi Bars, Hot Pot",4.0,kb0VfKZKHHhvDze3JZqi0Q,-71.0625610949,1043,Q Restaurant,42.3517075923,0,02111
"Seafood Markets, Seafood, Fish & Chips",4.0,1UDpRw4n3yUNNWXZ-yGDdQ,-71.08458,195,Court House Seafood Restaurant,42.37153,0,02141
Parks,5.0,CnUGnjYFI1kBFaicpRwFQQ,-71.1007071185,5,David Dorothy Ramler Park,42.3425913492,0,02215
"American (Traditional), Venues & Event Spaces, Boat Tours",3.5,oDycN7PPSmQEBtUYBRXvQw,-71.0404699,147,Spirit of Boston,42.3514765,0,02210
"Cafes, Bakeries, Mediterranean",4.5,1nyKCTu9jqgEN4jnYYe_pw,-71.1430607,80,Sultana's Bakery & Cafe,42.3441952,0,02135
"Filipino, Cocktail Bars, American (New)",4.5,F3G9zpyYBBzXi8kpAFc1Yg,-71.098271,32,Tanám,42.381118,0,02143
"Pizza, Sandwiches, Burgers",3.5,A9ZkCEKrK5cKTYXXCbyiEA,-71.0272287,82,DaCoopas Pizza and Subs,42.380116,0,02128
Pizza,3.5,Ev3bT7eBVloVl-FPRzdsDQ,-71.035132246,49,John's Pizza,42.3904981877,0,02150
Chinese,2.0,EXZUZLIqQqwl8_kd5ZOzyw,-71.112823,31,Oriental House Chinese Restaurant,42.300377,0,02130
Chinese,3.0,NIcxqWXXeJBzxePxVKga1g,-71.15066,109,Noodle Stix,42.37493,0,02138
"Seafood, Breakfast & Brunch, Caribbean",3.5,fVuPfoQpc-xOn9X_7f2-GQ,-71.07219,17,Raphael's Restaurant,42.294646,0,02124
"Chinese, Noodles, Food Delivery Services",4.0,Z7yoRa82PRkwdUOl6AuCQg,-71.060306,83,Wing's Kitchen,42.350522,0,02111
Restaurants,3.0,cHcs0NNuJuPoadsRtIqj8g,-71.061142,1,Sabor Dominicano,42.3154182,0,02125
"Pizza, Italian, Salad",4.5,7OeeR33JLLrHEj9qD97f8g,-71.0541152,251,Scopa,42.3640246614,0,02113
Canadian (New),5.0,DRz0ux3smnmlE3sStXcqVw,-79.8526000977,1,Steel And Rye,43.5091018677,0,02186
Parks,3.5,guiHUrQ7ycomdmLhrmRoeg,-71.1381912231,19,Ringer Park,42.3504251224,0,02134
"Korean, Asian Fusion, Mexican",4.0,BTCBzJp-obIBnmUUHsjRbA,-71.128841,160,OliToki,42.352425,0,02134
"Donuts, Coffee & Tea",4.5,lli3QuMqNSm2UdOSxX3x1A,-71.05698,3,Dunkin',42.32182,0,02125
"American (New), Mediterranean, Cocktail Bars",4.5,HsKe3Y-Glm5xPGDwMBE1mg,-71.0309400782,139,Chickadee,42.3442600048,0,02210
"Parks, Playgrounds",4.5,oUvH_zYhhYYHYcMusCf6RQ,-71.0519084932,89,Christopher Columbus Waterfront Park,42.3616582704,0,02109
"Burgers, Fast Food",2.0,J6hBhyS8VDNLiyxAailQcA,-71.05096,26,Burger King,42.33923,0,02127
"Cafes, Coffee & Tea, Sandwiches",4.5,C6Ppu2IbmpOBAV9fsloE5A,-71.08185,73,Café Susu by Suitsupply,42.34952,0,02116
Caribbean,4.0,5jCQ11S5j3-YUUk_ERCpAw,-71.0943270475,17,Right Taste Jamaican Restaurant,42.2673547268,0,02126
"Sports Bars, American (Traditional)",3.0,PLuitJs0KkdjVE8wVlTZ_A,-71.0798018338,264,Champions,42.346878954,0,02116
"Street Vendors, Fruits & Veggies",4.0,1fZaglyWKWMhW5EiJZRVKw,-71.0627529208,93,Grillo's Pickles,42.3561670677,0,02108
Pizza,2.5,Gc5FlZ9Vz5iaenaCZq4n1Q,-71.0872884493,111,Boston House of Pizza,42.3411983977,0,02115
"Mexican, Bars",4.0,WJiV5LAjH97KIa2PSuYjRg,-71.06824,197,Yellow Door Taqueria,42.27235,0,02124
"Salad, Vegetarian",3.5,yBsnMFHNgiPlU1YNsxYweQ,-71.1200891,108,sweetgreen,42.3728442,0,02138
"Seafood, Sandwiches, Pizza",2.5,pkVpKF4Qzw94cga-Cqo-uA,-71.09376,10,Top of The Hill Seafood and Subs,42.27754,0,02126
"Indian, Fast Food",3.5,sizgsuBgbH1ShRE5iDTjxA,-71.1198749914,269,Chutney's,42.3727021337,0,02138
"Chinese, Halal, Asian Fusion",4.0,_oFjSOkTlCjIAvgprpCLig,-71.08712,128,Silk Road Uyghur Cuisine,42.37211,0,02141
Coffee & Tea,3.5,Wf66vjRQ2_3IF22pCMDSMw,-71.056829,24,Starbucks,42.3425140671,0,02127
"Bars, American (Traditional), Burgers",3.5,KPFscTq_-jGPla0cNQRUcg,-71.0873237253,741,Meadhall,42.3637866937,0,02142
"American (New), Coffee & Tea, Bars",4.0,nfZLdMmcqPbmSooutrc9yQ,-71.0986195,100,Cafe G,42.3383753,0,02115
"Burgers, Fast Food",2.5,_MI8IW3Pt9GJNSx2zTbgDg,-71.080346482,18,Burger King,42.3059759274,0,02121
"Gastropubs, Brewpubs",3.5,Bmvu1grPzxECp7dxm8zerA,-71.0913371233,778,Cambridge Brewing Company,42.3664700603,0,02139
"Sandwiches, Breakfast & Brunch",4.5,EbUZhM4fLpsWQ8fpBhhgEQ,-71.067928,1741,Mike & Patty's,42.348561,0,02116
Indian,4.0,C--wIpxJ4j1y01G_raHdbA,-71.130435,780,Punjab Palace,42.352732,0,02134
"Convenience Stores, Coffee & Tea",1.0,GFjVSId3_birLJHHcNOxeg,-71.0770449042,1,7-Eleven,42.3367728361,0,02118
Mexican,3.5,lBdrdc1QYaz6DCSYdQGfBw,-71.17611,324,Besito Mexican,42.32128,0,02467
"American (New), Steakhouses, Cocktail Bars",4.0,PNuPnJSwGBaqvD3fUKo4Ow,-71.055283,205,The Industry,42.283947,0,02122
Thai,4.0,e2m_hgBz-SoYXydUucTrbg,-71.1203655,363,DAKZEN,42.393384,0,02144
"Pizza, American (New), Salad",3.0,hY0fYfMP77gf_gFJLq89eA,-71.080086,225,California Pizza Kitchen at Prudential,42.34731,0,02199
"Wine Bars, American (Traditional)",3.5,F9CV9OuIhW-pm-PKKFXVBA,-71.06241,34,Finch,42.36389,0,02114
"Bars, American (Traditional)",2.5,Ip-biANzCmf1aTclubCIcA,-71.08726,20,Two Saints Tavern,42.3417,0,02115
"Donuts, Coffee & Tea",4.0,nEVMsmylu6x6CpUiat0ELw,-71.0548019409,19,Dunkin',42.3590583801,0,02109
"Vegan, Middle Eastern, Juice Bars & Smoothies",5.0,XnQYoHy23BULUooiqHe42Q,-71.051715,26,Lulu Green,42.339588,0,02127
"Donuts, Coffee & Tea",3.0,Ugczd5RBPZbZpvfXjAZDTQ,-71.148934,33,Dunkin',42.355871,0,02135
"French, Wine Bars, Breakfast & Brunch",4.0,dXPmYs9b3xyv9Zqa0z8adA,-71.0833,527,La Voile,42.34963,0,02116
"Beer, Wine & Spirits, American (Traditional)",3.5,AYXI075xCbAK-B-acG1Hyw,-71.05079,60,Waterline,42.36018,0,02109
"Diners, Sandwiches, Salad",4.5,Kx9_M4lgu79SQ3IV0CMmUg,-71.07046,185,Billy's Sub Shop,42.34662,0,02116
"Pubs, Salad, Sandwiches",3.5,w2uRbCHkWjjHzHnYRsG-EQ,-71.095215,368,The Lansdowne Pub,42.3472824,0,02215
"Cafes, Coffee & Tea, Sandwiches",4.5,acQU4NUYUBZ-DaxV5GEzJA,-71.1495940535,197,Dash Cafe,42.3494019274,0,02135
Ramen,4.0,d7YXuKzivK9OvKcPwGTS6w,-71.05715,251,Amateras Ramen,42.35097,0,02111
Coffee & Tea,2.5,38uoph699c-AjXfWwaVe2A,-71.043886,28,Starbucks,42.345858,0,02210
"Coffee & Tea, Donuts",2.5,Z2bqDjRbHaOrxDkp6JJEnw,-71.0844497681,8,Dunkin',42.329372406,0,02119
"American (New), Dive Bars, Venues & Event Spaces",4.0,PYDzfxSLUCCwQysbOkFSVA,-71.090785,284,State Park,42.366157,0,02139
"Pizza, Italian",3.5,15HG_YyqAPIYpu0ceaSwHw,-71.099328,233,Beauty's Pizza,42.372768,0,02139
"Pizza, Beer, Wine & Spirits",4.5,5fAhoG03Qy99lI0v7jGFYg,-71.053187,375,Locale,42.3650849,0,02113
"Ramen, Coffee & Tea, Breakfast & Brunch",4.5,xmieo5EN9GQsGKSOi7aUXQ,-71.0438522324,93,Neponset Cafe,42.2864450258,0,02122
"Italian, Cocktail Bars, Pizza",4.0,Qz7YOjaJ89TFdWhtt4mAiw,-71.1081290699,56,Bar 'Cino,42.3460622005,0,02446
"Burgers, Ice Cream & Frozen Yogurt, American (Traditional)",3.5,SSOx0BLXiVfmJWCY5XJDrw,-71.1209004,407,Shake Shack,42.3722616,0,02138
Pizza,3.5,nugzC65OnycPrOvj0-L4QA,-71.0347503,12,Nadia's House of Pizza,42.3925805,0,02150
"Donuts, Coffee & Tea",4.0,mRHzuda9immaXVByLYOZ-g,-71.09994,78,Mike's Donuts,42.33226,0,02120
Landmarks & Historical Buildings,3.5,h6EKhXGXpctUAHoqE3n2Eg,-71.1324234009,5,Frederick Law Olmsted National Historic Site,42.3252029419,0,02445
Parks,3.0,1uXw5YJcgFinWHPl1bYRJg,-71.0563623905,3,Hemenway Park,42.2913102734,0,02122
Pizza,3.0,GWYTexIi4nAz39M7uq9S7A,-71.0731784999,29,Tino's Pizza,42.2693194449,0,02186
"Banks & Credit Unions, Coffee & Tea",4.0,KhFwuT_v61xNJv4OBseCUw,-71.119651,42,Capital One Café,42.372921,0,02138
"Italian, Wine Bars",3.5,vmKoJXSimRhwPnpePBJGXA,-71.056418,162,Serafina Downtown,42.353758,0,02110
"Japanese, Sushi Bars, Noodles",4.0,gW0JPz641jd-zRuyI6k5jg,-71.09549,141,Tsurutontan Udon Noodle Brasserie - Boston,42.34852,0,02215
"Bakeries, Bagels, Breakfast & Brunch",3.5,KlNXxqiuxy-TJiouVgUzgw,-71.12719,397,Kupel's Bakery,42.34568,0,02446
"Donuts, Coffee & Tea",2.5,XKOvu-J-0TUVJtx73fG8sw,-71.018978,44,Dunkin' Donuts,42.361874,0,02128
"Pizza, Sandwiches, Italian",2.5,XFykgL-jVwhaiq4w1LtyEA,-71.0896107,135,Cappy’s Pizza & Subs,42.343776,0,02115
"Pizza, Italian, Barbeque",3.5,V8bd6EElHe6WQDPmlgU7TQ,-71.04922,178,Ak's South Boston,42.33994,0,02127
"Dive Bars, American (Traditional)",3.5,_tkRmWRJpRDiXCzxNZSEIA,-71.0630426452,257,The Red Hat,42.3610074439,0,02114
Bakeries,4.0,fXzoCuiQIs_T1juFdVt8XQ,-71.06058,160,Ho Yuen Bakery,42.35149,0,02111
"Pizza, Italian",4.0,XQfbBjF091B2K7Rc34Kx1w,-71.11574,63,Round Two Pizza & Subs,42.29585,0,02130
"Coffee & Tea, Sandwiches",4.0,c67rQbz3CEXyI0nd5kG-Uw,-71.1218841162,924,Diesel Cafe,42.3957187379,0,02144
"Pizza, Vegan, Vegetarian",4.5,xCwdTXySn_B-3PC2Jwm5OQ,-71.102574,224,Veggie Crust,42.382399,0,02145
Cocktail Bars,4.5,XHKLg9ZxD-l3FK-eGj-X2w,-71.1008687052,48,Fool's Errand,42.3438661751,0,02215
"Taiwanese, Chinese",3.5,MnA_dF1xkX-bnLR6hq4EmQ,-71.060239,1110,Taiwan Café,42.351503,0,02111
Bubble Tea,3.5,e_RP9seodUIa_5RPsGk0bw,-71.0611880849,197,Gong Cha,42.3513459391,0,02111
"Greek, Cocktail Bars, Mediterranean",4.5,8dZZy6AV4Bu_ftoDKQWpEQ,-71.11901,204,Saloniki Greek,42.3726399,0,02138
Noodles,4.0,j4AmCNy8hSU88Y5yopzRZw,-71.0477974266,1,Noodle Shop,42.3158785701,0,02125
Airport Lounges,4.0,j_uT8Tzedj6akDyhoqhrig,-71.0174040873,38,American Airlines Admirals Club,42.3629260392,0,02128
"Pizza, Salad, Hawaiian",4.0,Bz6Be0ECLWh419nRfyAaow,-71.1224200963,170,Oath Pizza - Somerville,42.3961198902,0,02144
Mexican,3.0,dOGYpL1c0kMZ1Y5SK9j0Fg,-71.1186308176,23,Boca Grande Taqueria,42.3330210892,0,02445
Sandwiches,3.5,u_eTtJ05LClEVjHD-1lTng,-71.0714895,45,Park Square Cafe,42.3508683,0,02116
"Bars, Cajun/Creole",4.5,V_6rG2oL56DVDIKPWnZ41A,-71.0625303627,37,French Quarter,42.3538514202,0,02111
"Italian, Bars",4.0,PUZSvR-nEHlhEi0gSADu7w,-71.08122,854,Piattini,42.34969,0,02116
"Pubs, American (Traditional)",3.5,OxobKchEqJU2BZi6qc0QBA,-71.0705657981,281,The Sevens Ale House,42.3581630313,0,02114
"Pizza, Salad, Chicken Wings",2.0,QayvFVyeioF9bGgsG_-7AQ,-71.08302,3,Yaz's House of Pizza,42.30976,0,02121
"Breakfast & Brunch, Pizza",3.5,16PGaQl-s11xlYOX6TYSBQ,-71.07647,6,Laz All Day Breakfast and Pizzeria,42.33649,0,02118
Parks,5.0,wXWUwAv0jz0nhMgoOvmuQQ,-71.0896111,1,Horatio Harris Park,42.3182119,0,02119
Parks,4.5,qqPW3SEB7mHA4pJgPCYnmQ,-71.131314,5,Coolidge Park,42.346216,0,02446
"Specialty Food, Cafes",4.0,wtGAeMon3WpfXleFW44FZg,-71.1216053,127,Allium Market,42.34229,0,02446
"Asian Fusion, Cocktail Bars, Japanese",4.0,Q8g68ZDAt93h_n_wTbwshA,-71.06077,848,Shojo,42.35113,0,02111
Pizza,3.5,6-NIrW8Qqu7Yfy1-7phsnQ,-71.1542543246,26,East Dedham Pizzeria,42.2488357898,0,02026
"Pizza, Italian, Sandwiches",2.5,hkmnJsufRyfPkA7P7JfSEw,-71.1581369,85,Deno's Pizza & Subs,42.2801695,0,02132
Chinese,3.0,Y4inqhlR-BIrTDqEV5IdkA,-71.10781,109,JP Kitchen,42.305805,0,02130
Caribbean,3.5,SlGmAWMubRSgU70Kswkmhw,-71.07283,30,Taste of Eden,42.28923,0,02124
"Chicken Wings, Chicken Shop, Sandwiches",2.5,Rhm64d8Zwbjd-WAji9BlHA,-71.1051537842,82,Mass Chicken,42.3661994934,0,02139
"Creperies, Cocktail Bars, Breakfast & Brunch",4.5,61kN14ljCzWOtIXaavTU_Q,-71.0472755,30,Paris Creperie Seaport,42.3529763,0,02210
"Bakeries, Sandwiches, Empanadas",4.0,qlUamBOy_CVRQgDOuVyQjg,-71.1049965,29,Gondres Bakery,42.3228612,0,02130
"Seafood, Soup, Sandwiches",4.0,XNvkDjM6rMnSfzubT32brQ,-71.055374,1030,Boston Chowda,42.360065,0,02109
Restaurants,1.0,5RxWkKDBnqpBpsNdoUBWPw,-71.1051537842,1,Rotisserie House,42.3661994934,0,02139
"Dominican, Latin American",3.5,JjutzvPpA3nczX7Yxps0NQ,-71.06662,2,Picalonga Restaurant,42.31798,0,02125
Chinese,3.0,H84QHQUiYriOIdTrgzuhlw,-71.0612559056,30,Wong's of Boston,42.3559387573,0,02108
"Noodles, Chinese, Soup",4.0,uvRPNriWCekCxWfgXyTDAw,-71.124479966,144,Bess's Cafe,42.32751825,0,02445
"Tea Rooms, Bakeries",5.0,3yNDnMy-fvDQ-qBeNX_2Sw,-71.06243,26,Charlestown Tea and Treats,42.37369,0,02129
"Hotels, Lounges",3.5,SZkl19wDbOl7szYHm4b37w,-71.05278,205,Harborside Inn,42.35915,0,02109
"Spanish, Salvadoran",3.5,ueiOndUNBhXBZ5AA4d7qew,-71.0348390043,27,El Santaneco Restaurant,42.3932797462,0,02150
"American (Traditional), Breakfast & Brunch, Bars",4.0,Z9g2Zxf8wSXjgCanPPrnWQ,-71.08761,421,Loyal Nine,42.37192,0,02141
Sushi Bars,3.5,gHqqhP1k-vmrRopjwx_1Vw,-71.0603403306,86,Sushi Time,42.355848908,0,02108
"Pizza, Mexican, American (Traditional)",3.5,U2BIpwYElsqUiVfX2uw_8A,-71.1292222,75,Romano's Pizzeria and Taqueria,42.2856358,0,02131
Italian,4.0,3sjpDMhSpzape7vGG0Czww,-71.057978,98,Viga Italian Eatery & Caterer,42.354191,0,02110
"Spanish, Tapas Bars, Tapas/Small Plates",4.0,AJpYRxL0fDtgH44TArFB0A,-71.142684,949,Tasca Restaurant,42.34336,0,02135
"Italian, Pizza, Pasta Shops",4.0,gfok4Hsdqt6wSqJhY2QM6g,-71.05571,1447,La Famiglia Giorgio's,42.36459,0,02113
Landmarks & Historical Buildings,4.5,qrd1kd4E_3Ebq6svxiHfQg,-71.07511,24,John Hancock Tower,42.34926,0,02116
American (New),3.0,RNqUyblZzXvg0a2fBjJQQg,-71.0635334972,106,Artisan Bistro,42.3530455761,0,02111
"Sandwiches, Salad, Soup",2.5,nQQxQ5Nei7wJttFpROipLg,-71.0866166,106,Panera Bread,42.3417226,0,02115
"Vegan, Vegetarian",4.0,BIoOo38v1aoYE5vlOUd1-w,-71.11526,128,Life Alive,42.35044,0,02446
"Coffee & Tea, Donuts",2.0,TVgnTfOqP7KL4Rg9txAjcw,-71.1189708,21,Dunkin',42.3334069,0,02445
"Cafes, Coffee & Tea, American (Traditional)",4.0,1M5yNOje8Eoz4m_CS89t9w,-71.0529154596,88,My Cousin's Place,42.3659527826,0,02113
"Taiwanese, Chinese",4.0,e54WzrGWxuQBlABMCfM3DQ,-71.09427,321,Mu Lan,42.3664,0,02139
Dog Parks,4.0,2CLCE65vUePNNiQ3kZF17Q,-71.0530727068,6,Channel Center Dog Park,42.3433904799,0,02127
"Thai, Ramen, Noodles",4.0,yojzsz19r95Vh8UmNgp9WA,-71.1075,59,Pai kin Kao,42.36411,0,02139
"African, Somali",4.0,00auKm-dnzG62uRQahOUhg,-71.094329834,53,Ashur Restaurant,42.330406189,0,02119
"Middle Eastern, Persian/Iranian",3.5,i_9BuTE40SaUqMDfrT3cnA,-71.0859256983,148,Moby Dick,42.3421300203,0,02115
"Puerto Rican, Latin American",3.5,sNktEDPAdkKdYTunm7iJRQ,-71.073085,463,Vejigantes,42.342274,0,02118
"Food Trucks, Indian",4.0,jy_XPyiSrq0oRkqI830lyQ,-71.0609283447,32,Indulge India Food truck,42.3533248901,0,02112
"Cocktail Bars, Desserts, American (New)",3.0,wFSkfP9aE_F99p-K00JA4w,-71.102731,280,Time Out Market - Boston,42.344685,0,02215
"Coffee & Tea, Beer Bar, Coffee Roasteries",4.5,-4ORLtNklDgq3MbrOU4tGw,-71.13043,38,The Square Root,42.28676,0,02131
"Lounges, American (New)",3.5,M_0hAzKIjAoEzg9geMlrHg,-71.123251,146,Nubar,42.377193,0,02138
"Bakeries, Cafes, Cocktail Bars",3.5,kZtRAdoLiIXSrNOee9FvXA,-71.0677490234,205,Sweet Life Bakery & Cafe,42.2734565735,0,02124
Dive Bars,3.5,5zHk4iADzrzZdgf979xekg,-71.1059951782,55,The Dugout,42.3495445251,0,02215
"Mediterranean, Modern European",3.5,4T-UGIPpkx3SWDYLU8FJ9w,-71.04371,16,Water Cafe,42.35146,0,02210
Italian,4.0,Kke51MpG22tAFmXkJm-sHA,-71.05535,397,Dino's,42.36503,0,02113
"Ethiopian, Vegetarian",4.5,rHkr_jxQS-KJZ9M00i6JPA,-71.1090535,51,Ethiopian Cafe,42.3222265,0,02130
American (New),4.0,s04-wSKxALS4Xym6OEryyA,-71.0609253598,252,224 Boston Street Restaurant,42.3222800528,0,02125
Mexican,3.5,G9dhca2szCof59SaODfhMA,-71.08451,535,Casa Romero,42.34945,0,02115
"Pizza, Kosher",3.5,noO49gFD8taUQ5_G048wBw,-71.12694,25,Cafe Eilat,42.34501,0,02446
"French, Italian, Bars",4.0,uYqizPy4eUSpwOha0RkVPg,-71.06284,669,No. 9 Park,42.357602,0,02108
"Pizza, Sushi Bars",3.5,tD3L-U7rQRw2QkWu2wcOkA,-71.16946,3,Mr. Roni Cups,42.32266,0,02467
Pizza,4.5,1S5Wyl5krNsGFW0My4Z40w,-71.100897,57,Caesar's Pizza & Subs,42.381811,0,02143
"Coffee & Tea, Bubble Tea",4.5,DZ_Zmflg4k_8YRDuz6TifQ,-71.034738,7,Boba Tea and Snow Ice House,42.39235,0,02150
"Food Stands, Arts & Entertainment",5.0,xTr95T54fSsaJRUiYyzmQg,-71.132829152,2,Phantom Gourmet Food Festival 2018,42.3543850491,0,02134
"American (New), Bars",4.0,rdpY_LeMnDnfeK47eDnDOw,-71.0476,850,Lincoln Tavern and Restaurant,42.336323,0,02127
Museums,4.0,NZL_0Ak0Y2Q4_fvZChvRYw,-71.10386,15,Warren Anatomical Museum,42.3349199,0,02115
Museums,4.0,LCWGciOX0H-WquuPYSAthg,-71.071088,685,Museum of Science,42.367563,0,02114
"Music Venues, American (New), American (Traditional)",3.0,aVS9DWS7GUcF6oExGmYnlg,-71.1206986302,418,The Sinclair,42.3740424731,0,02138
"Landmarks & Historical Buildings, Parks",4.5,kvEjUxsxA-7P9XYHi5gLDA,-71.0942416,6,Highland Park - Fort Hill,42.3253909,0,02119
Airport Lounges,2.0,SzBZtf595YtJdStgTlOTHA,-71.0211141563,23,The Club,42.3690624615,0,02128
Indian,4.0,PuN3tyIvAROhaioOzl7q_w,-71.1276842865,153,Shanti Restaurant - Roslindale,42.2871616763,0,02131
"Ramen, Noodles",3.0,inpl_gVOeQaPe608uVDa_A,-71.132914,438,Totto Ramen,42.35334,0,02134
Sushi Bars,4.0,bin8WnikToct6C77oHBJCg,-71.0640801707,34,No Relation,42.345402221,0,02118
"Sandwiches, Ice Cream & Frozen Yogurt, Hot Dogs",3.5,9A9fnjOtAXoAsMVaD5WVvg,-71.1295091641,57,Jimmies Cafe,42.286098665,0,02131
Barbeque,3.0,IBhOnZudvxqoiY8lGYk94w,-71.07154,19,Billy's Texas Bbq,42.292881,0,02124
"Chinese, Thai",2.5,0eF5c27WkOV2MGLMuAwCWw,-71.1135232,20,New Asia,42.370717,0,02138
"American (Traditional), Bars",4.0,cqQfX8bDkR-7Ijh8JMtqJg,-71.10323,192,Audubon Boston,42.347459,0,02215
"Distilleries, Tours, Cocktail Bars",4.5,8bLMFB8Cev2Le7YEFUfnrg,-71.0707283,128,Bully Boy Distillers,42.3253973,0,02119
Dive Bars,3.0,hfrPyt9tV4l6cJ99Ba4lJw,-71.0637512207,1,Peabody Tavern,42.2867584229,0,02124
"Parks, Public Art",5.0,J5X8yAOezNfqH5Wf9CgMqQ,-71.1201761386,1,Jardin De Sparquette,42.3794963358,0,02138
Italian,4.5,Y2OOXyZ-uzqL2MEiiAKBVQ,-71.121056,95,Antonio's Bacaro,42.2555834,0,02136
"Steakhouses, American (New)",3.5,xTU-NCJD7RdTphUrP7jt1w,-71.06145,105,Boston Chops Downtown,42.35524,0,02111
"American (Traditional), Sports Bars",2.5,-bC1fMN5kQgFruzUR8E_RA,-71.038619,528,Tony C's Sports Bar & Grill,42.34897,0,02210
Chinese,4.5,kiLlyo7p0AHLxzAXmGh9jg,-71.14973,22,My Happy Hunan Kitchen 筷乐湘聚,42.33646,0,02135
Korean,3.0,dRWndf4b9W0LqmPEX7hlxg,-71.13159,61,KTown Chicken,42.35216,0,02134
"Donuts, Coffee & Tea",3.0,hkp22RWvcc6yE4JgkGr_9A,-71.0819324003,12,Dunkin',42.3407788211,0,02118
"Gluten-Free, Bakeries, Vegan",3.0,uMRH_0ClIFshQmkPpoYLrg,-71.057115,78,Jennifer Lee's Gourmet Bakery,42.3619511,0,02108
Cafes,4.0,PwrzLaTkrDAsBJggc1_AHw,-71.102712,5,Sebastian's Cafe,42.335364,0,02115
Thai,3.5,1EtsDmDRvigwmuM7pz7c2Q,-71.11774,12,Asian Thai Restaurant,42.2588,0,02136
Coffee & Tea,2.0,7bTbbQNlMujdqk0arvkSsQ,-71.12356828,1,Starbucks,42.3527592,0,02215
Pizza,3.5,XpqCDJZ0-p2bg9U838vc_A,-71.1349336,50,Checkmate Cafe,42.2883668,0,02131
"Bars, Greek",4.0,I4PeclAxAwHsBneAFD97CA,-71.1037934,189,Daddy Jones,42.3969234,0,02145
Seafood,3.5,tC7u1XLE6kK31L809NfyUQ,-70.9936784,436,Belle Isle Seafood,42.3826116,0,02152
Portuguese,3.5,g-gRnwIf9LQpnEcXB95XNQ,-71.08866,72,Portugalia,42.37232,0,02141
Thai,4.0,pEc4AsxF0nuxcg4Ac-kD2Q,-71.0890299,57,PadThai Cafe,42.34663,0,02215
"Coffee & Tea, Donuts",3.5,xU3iQyeRDyOdLUG9wsuLaA,-71.053062,13,Dunkin',42.356452,0,02109
Bakeries,2.5,QGTRAy1ugWSQNG9hxenP1w,-71.054297412,28,Carol Ann's Bake Shop,42.3602437771,0,02109
Dominican,4.0,3qC2B1YVyLtjPUl0BAksvw,-71.10532,36,El Embajador,42.30914,0,02130
"Coffee & Tea, Donuts",4.0,tn2GI2HfIXI03zeiuSDBvw,-71.1527100205,12,Dunkin',42.3625300879,0,02472
"Lounges, American (Traditional), Dive Bars",4.0,lAUA9Dr_eFliVB5JGUy3qA,-71.1015308441,479,Trina's Starlite Lounge,42.3746190711,0,02143
Pizza,2.0,5UZpTm0JTWuV8-nfv0Q2UQ,-71.0943270475,10,Papa Johns,42.2673547268,0,02126
"Sports Bars, Gay Bars, Pubs",3.5,B5yYnr3KY1RuGy6L1Y8AWw,-71.0669073144,51,Cathedral Station,42.3428190426,0,02118
"Dim Sum, Imported Food",4.0,sTDAEBOgp6glCPiLHEjdNw,-71.06094,81,Dumpling King,42.35161,0,02111
"Donuts, Coffee & Tea",4.0,qn76S7Glb0lhofzWO6tugA,-71.1529818297,18,Dunkin',42.3489275926,0,02135
Parks,5.0,Wg_N4Qh0x8YMj27avQYr1Q,-71.0949133714,12,James P Kelleher Rose Garden,42.3419419882,0,02215
"Bars, American (New)",4.5,_k1MnI6_J1-Z8Ft3ybWrFQ,-71.097248,17,Richards,42.373401,0,02139
Ice Cream & Frozen Yogurt,4.0,pBH473UPJMv0_QJGlZSKWw,-71.0682,87,The Ice Creamsmith,42.27244,0,02124
"Coffee & Tea, Sandwiches, Bakeries",4.5,yaKGFCnj_bUFe_zWBJDp1g,-71.0597299039,118,Home.Stead Bakery & Cafe,42.3010532798,0,02122
"Pizza, Caterers",4.0,zP1UJJCy9E6qyeEaIDtupg,-71.1582565308,60,Andrea's House of Pizza,42.3713111877,0,02472
"Vegan, Fast Food, Vegetarian",3.5,LlhkBt5iwOu_HMH8V_vEIg,-71.07209,98,by CHLOE. Back Bay,42.35178,0,02116
